torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante, valor_mercado_local ,altura_media_local,edad_media_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Superliga 2019/20,9,1,Newells,Banfield,0,0,61,2,12,15,4,39,3,11,25,4,4,4,0,0, $32.33 ,1.79,25.50,38.03,1.79,25.13,E,10/4/2019 19:00,1.91,4.5,3.17
Superliga 2019/20,9,2,Atl Tucuman,Talleres (C),2,1,36,6,19,12,4,64,2,7,11,4,3,0,0,0, $16.55 ,1.81,26.57,59.25,1.77,23.03,L,10/4/2019 21:10,2.75,2.77,2.91
Superliga 2019/20,9,3,Godoy Cruz,Gimnasia (LP),2,4,51,3,8,18,2,49,6,10,15,3,5,2,2,0, $42.25 ,1.80,23.77,24.40,1.79,25.27,V,10/5/2019 13:15,2.5,2.91,3.1
Superliga 2019/20,9,4,Argentinos,Arsenal,2,1,45,6,20,12,6,55,4,14,9,8,1,0,0,0, $44.05 ,1.77,25.21,14.53,1.81,25.63,L,10/5/2019 13:15,2.02,3.92,3.17
Superliga 2019/20,9,5,San Lorenzo,Central Cba (SdE),1,4,61,2,14,7,10,39,8,13,20,2,3,7,1,0, $92.90 ,1.79,25.34,18.75,1.79,27.65,V,10/5/2019 15:30,1.59,6.18,3.6
Superliga 2019/20,9,6,Estudiantes (LP),Huracan,0,0,63,3,14,24,4,37,1,8,14,3,4,0,0,0, $46.98 ,1.78,24.87,23.35,1.79,25.05,E,10/5/2019 17:45,1.81,4.93,3.27
Superliga 2019/20,9,7,Racing Club,Aldosivi,2,0,66,3,13,17,3,34,3,5,15,3,2,3,0,0, $80.13 ,1.78,24.53,14.10,1.80,26.07,L,10/5/2019 20:00,1.41,7.87,4.35
Superliga 2019/20,9,8,Velez,Independiente,2,0,52,3,8,14,1,48,3,9,16,9,2,2,0,0, $91.25 ,1.79,23.69,66.08,1.76,25.17,L,10/6/2019 11:00,2.39,3.21,2.96
Superliga 2019/20,9,9,Lanus,Rosario Central,1,1,48,5,19,23,9,52,2,8,12,3,3,2,0,0, $49.93 ,1.78,23.22,31.00,1.78,25.15,E,10/6/2019 13:15,2.14,3.59,3.13
Superliga 2019/20,9,10,Union,Colon,1,0,45,4,15,14,4,55,1,6,13,1,1,4,0,0, $22.58 ,1.79,24.09,49.05,1.79,25.28,L,10/6/2019 15:30,2.37,3.38,2.87
Superliga 2019/20,9,11,River Plate,Patronato,2,0,77,8,21,8,9,23,4,10,16,3,1,2,0,0, $148.25 ,1.79,25.75,16.70,1.80,25.88,L,10/6/2019 17:45,1.19,14.37,6.65
Superliga 2019/20,9,12,Def y Justicia,Boca Juniors,0,1,60,2,14,19,3,40,4,7,11,2,1,5,0,1, $50.50 ,1.77,24.43,144.00,1.79,25.14,V,10/6/2019 20:00,3.63,2.17,3.05
Superliga 2019/20,10,1,Arsenal,River Plate,3,3,50,5,16,12,7,50,6,19,9,7,3,2,0,0, $14.53 ,1.81,25.63,148.25,1.79,25.75,E,10/18/2019 19:00,3.85,1.93,3.47
Superliga 2019/20,10,2,Boca Juniors,Racing Club,0,1,53,2,15,18,7,47,3,9,17,1,4,1,0,0, $144.00 ,1.79,25.14,80.13,1.78,24.53,V,10/18/2019 21:10,2.36,3.25,3.01
Superliga 2019/20,10,3,Banfield,Atl Tucuman,1,2,51,3,12,14,5,49,6,13,21,6,4,3,1,0, $38.03 ,1.79,25.13,16.55,1.81,26.57,V,10/19/2019 13:15,1.78,4.86,3.35
Superliga 2019/20,10,4,Independiente,Argentinos,0,1,60,2,8,10,6,40,5,14,17,4,4,5,1,0, $66.08 ,1.76,25.17,44.05,1.77,25.21,V,10/19/2019 15:30,2.05,3.88,3.15
Superliga 2019/20,10,5,Patronato,Newells,1,3,49,3,15,18,9,51,3,7,10,1,3,2,0,0, $16.70 ,1.80,25.88,32.33,1.79,25.50,V,10/19/2019 17:45,3.35,2.37,2.94
Superliga 2019/20,10,6,Talleres (C),Lanus,2,4,61,7,22,8,14,39,3,6,17,2,3,1,0,0, $59.25 ,1.77,23.03,49.93,1.78,23.22,V,10/19/2019 20:00,2.51,3,3.02
Superliga 2019/20,10,7,Aldosivi,Def y Justicia,1,0,31,3,9,21,3,69,0,7,10,5,5,5,1,0, $14.10 ,1.80,26.07,50.50,1.77,24.43,L,10/20/2019 11:00,3.15,2.54,2.84
Superliga 2019/20,10,8,Gimnasia (LP),Union,0,1,47,4,20,9,2,53,2,12,11,2,2,2,0,0, $24.40 ,1.79,25.27,22.58,1.79,24.09,V,10/20/2019 13:15,2.91,2.64,2.91
Superliga 2019/20,10,9,Huracan,San Lorenzo,2,0,27,2,13,25,4,73,3,6,17,1,6,7,0,0, $23.35 ,1.79,25.05,92.90,1.79,25.34,L,10/20/2019 15:30,3.1,2.48,2.95
Superliga 2019/20,10,10,Rosario Central,Velez,0,1,45,3,15,16,5,55,7,15,9,4,2,1,0,0, $31.00 ,1.78,25.15,91.25,1.79,23.69,V,10/20/2019 17:45,2.55,3.04,2.94
Superliga 2019/20,10,11,Central Cba (SdE),Estudiantes (LP),0,1,41,1,11,15,2,59,5,10,18,7,5,6,1,0, $18.75 ,1.79,27.65,46.98,1.78,24.87,V,10/21/2019 19:00,2.68,2.88,2.9
Superliga 2019/20,10,12,Colon,Godoy Cruz,2,1,45,6,14,13,5,55,6,17,14,6,2,1,0,0, $49.05 ,1.79,25.28,42.25,1.80,23.77,L,10/21/2019 21:20,1.56,6.59,3.69
Superliga 2019/20,11,1,Godoy Cruz,Aldosivi,3,2,50,6,13,17,2,50,3,15,17,6,6,2,0,0, $42.25 ,1.80,23.77,14.10,1.80,26.07,L,10/29/2019 15:00,2.17,3.75,2.97
Superliga 2019/20,11,2,Estudiantes (LP),Rosario Central,3,0,47,7,18,13,8,53,4,11,10,11,1,3,0,0, $46.98 ,1.78,24.87,31.00,1.78,25.15,L,10/29/2019 17:00,2.43,3.27,2.88
Superliga 2019/20,11,3,Atl Tucuman,Patronato,2,0,57,7,11,16,5,43,5,22,10,11,4,1,0,0, $16.55 ,1.81,26.57,16.70,1.80,25.88,L,10/29/2019 19:10,2.13,3.76,3.02
Superliga 2019/20,11,4,Newells,Gimnasia (LP),0,4,68,5,19,12,13,32,7,15,16,5,3,1,0,0, $32.33 ,1.79,25.50,24.40,1.79,25.27,V,10/29/2019 19:10,1.62,5.94,3.56
Superliga 2019/20,11,5,River Plate,Colon,2,1,64,4,17,11,3,36,1,4,22,2,2,1,0,0, $148.25 ,1.79,25.75,49.05,1.79,25.28,L,10/29/2019 21:20,1.24,12.86,5.57
Superliga 2019/20,11,6,Argentinos,Talleres (C),1,0,48,3,7,13,5,52,1,8,15,4,0,1,0,0, $44.05 ,1.77,25.21,59.25,1.77,23.03,L,10/30/2019 15:00,2,4.09,3.12
Superliga 2019/20,11,7,San Lorenzo,Def y Justicia,1,3,54,3,18,15,12,46,6,12,17,9,2,1,0,0, $92.90 ,1.79,25.34,50.50,1.77,24.43,V,10/30/2019 17:00,2.38,3.21,3.01
Superliga 2019/20,11,8,Union,Independiente,2,2,64,5,26,16,10,36,4,6,11,3,5,5,0,1, $22.58 ,1.79,24.09,66.08,1.76,25.17,E,10/30/2019 19:10,2.72,2.82,2.9
Superliga 2019/20,11,9,Racing Club,Banfield,0,0,70,7,23,8,4,30,1,10,21,1,0,3,0,0, $80.13 ,1.78,24.53,38.03,1.79,25.13,E,10/30/2019 21:20,2.05,3.87,3.1
Superliga 2019/20,11,10,Arsenal,Central Cba (SdE),2,2,68,5,13,11,6,32,5,11,13,2,2,2,0,0, $14.53 ,1.81,25.63,18.75,1.79,27.65,E,10/31/2019 17:00,1.76,4.66,3.58
Superliga 2019/20,11,11,Velez,Huracan,0,0,74,2,9,14,7,26,0,2,18,2,3,5,0,0, $91.25 ,1.79,23.69,23.35,1.79,25.05,E,10/31/2019 19:10,1.78,4.97,3.3
Superliga 2019/20,11,12,Lanus,Boca Juniors,2,1,42,3,9,13,8,58,9,19,17,12,7,7,0,1, $49.93 ,1.78,23.22,144.00,1.79,25.14,L,10/31/2019 21:20,3.18,2.35,3.08
Superliga 2019/20,12,1,Colon,Atl Tucuman,0,2,50,2,14,9,4,50,4,13,15,4,1,3,0,0, $49.05 ,1.79,25.28,16.55,1.81,26.57,V,11/2/2019 13:15,3.68,2.17,3
Superliga 2019/20,12,2,Gimnasia (LP),Estudiantes (LP),0,1,56,2,14,12,5,44,2,5,16,2,1,2,0,0, $24.40 ,1.79,25.27,46.98,1.78,24.87,V,11/2/2019 15:30,2.97,2.61,2.92
Superliga 2019/20,12,3,Rosario Central,Godoy Cruz,5,2,50,6,18,9,7,50,6,16,15,4,1,4,0,1, $31.00 ,1.78,25.15,42.25,1.80,23.77,L,11/2/2019 17:45,1.62,5.89,3.62
Superliga 2019/20,12,4,Aldosivi,River Plate,1,2,42,2,7,19,2,58,6,19,12,8,2,2,0,0, $14.10 ,1.80,26.07,148.25,1.79,25.75,V,11/2/2019 20:00,7.97,1.42,4.26
Superliga 2019/20,12,5,Boca Juniors,Arsenal,5,1,50,8,18,12,9,50,6,17,17,4,2,2,0,0, $144.00 ,1.79,25.14,14.53,1.81,25.63,L,11/3/2019 11:00,1.57,6.02,3.78
Superliga 2019/20,12,6,Banfield,Union,3,3,51,6,11,17,4,49,6,15,15,4,2,2,0,0, $38.03 ,1.79,25.13,22.58,1.79,24.09,E,11/3/2019 13:15,2.35,3.25,3.02
Superliga 2019/20,12,7,Talleres (C),Newells,1,0,50,3,11,13,1,50,1,5,15,2,2,2,0,0, $59.25 ,1.77,23.03,32.33,1.79,25.50,L,11/3/2019 15:30,2.5,3.07,2.95
Superliga 2019/20,12,8,Patronato,Racing Club,1,1,31,1,8,25,6,69,6,19,9,3,5,2,0,0, $16.70 ,1.80,25.88,80.13,1.78,24.53,E,11/3/2019 17:45,3.17,2.42,3
Superliga 2019/20,12,9,Independiente,San Lorenzo,2,1,45,8,17,13,5,55,3,13,15,6,5,4,1,1, $66.08 ,1.76,25.17,92.90,1.79,25.34,L,11/3/2019 20:00,1.87,4.45,3.28
Superliga 2019/20,12,10,Def y Justicia,Argentinos,0,0,54,3,8,10,4,46,0,9,12,7,3,1,0,0, $50.50 ,1.77,24.43,44.05,1.77,25.21,E,11/4/2019 19:00,2.4,3.33,2.9
Superliga 2019/20,12,11,Central Cba (SdE),Velez,0,0,32,1,14,6,6,68,3,14,9,5,3,1,0,0, $18.75 ,1.79,27.65,91.25,1.79,23.69,E,11/4/2019 21:10,3.45,2.2,3.12
Superliga 2019/20,12,12,Huracan,Lanus,0,1,38,1,8,13,5,62,4,7,12,7,2,2,0,0, $23.35 ,1.79,25.05,49.93,1.78,23.22,V,11/4/2019 21:10,3.35,2.32,2.97
Superliga 2019/20,13,1,Estudiantes (LP),Talleres (C),1,0,37,1,4,12,2,63,2,9,18,3,4,5,0,1, $46.98 ,1.78,24.87,59.25,1.77,23.03,L,11/8/2019 19:00,2.09,3.82,3.05
Superliga 2019/20,13,2,Union,Atl Tucuman,0,1,63,0,8,10,5,37,2,7,11,1,3,3,1,0, $22.58 ,1.79,24.09,16.55,1.81,26.57,V,11/8/2019 21:10,1.77,4.97,3.37
Superliga 2019/20,13,3,Lanus,Banfield,0,1,65,1,18,16,9,35,3,10,21,2,4,6,0,1, $49.93 ,1.78,23.22,38.03,1.79,25.13,V,11/9/2019 15:30,1.99,3.97,3.18
Superliga 2019/20,13,4,San Lorenzo,Argentinos,3,0,32,5,8,13,2,68,0,13,19,4,4,5,0,0, $92.90 ,1.79,25.34,44.05,1.77,25.21,L,11/9/2019 17:45,2.74,2.79,2.95
Superliga 2019/20,13,5,Godoy Cruz,Independiente,1,2,31,2,9,21,3,69,9,20,6,10,4,0,1,0, $42.25 ,1.80,23.77,66.08,1.76,25.17,V,11/9/2019 20:00,3.77,2.01,3.28
Superliga 2019/20,13,6,Central Cba (SdE),Patronato,3,2,59,5,19,9,4,41,4,10,33,4,2,5,0,2, $18.75 ,1.79,27.65,16.70,1.80,25.88,L,11/9/2019 21:10,2.21,3.57,3
Superliga 2019/20,13,7,River Plate,Rosario Central,0,1,69,2,17,14,9,31,3,7,20,0,2,3,0,0, $148.25 ,1.79,25.75,31.00,1.78,25.15,V,11/10/2019 11:00,1.36,8.78,4.67
Superliga 2019/20,13,8,Aldosivi,Gimnasia (LP),0,3,61,2,5,13,8,39,7,14,25,3,5,4,0,0, $14.10 ,1.80,26.07,24.40,1.79,25.27,V,11/10/2019 13:15,2.92,2.61,2.96
Superliga 2019/20,13,9,Newells,Def y Justicia,2,0,34,3,11,9,2,66,3,11,10,7,2,1,0,0, $32.33 ,1.79,25.50,50.50,1.77,24.43,L,11/10/2019 15:30,2.2,3.66,2.98
Superliga 2019/20,13,10,Racing Club,Huracan,1,0,72,2,13,13,8,28,4,6,15,3,4,5,0,2, $80.13 ,1.78,24.53,23.35,1.79,25.05,L,11/10/2019 17:45,1.7,5.34,3.45
Superliga 2019/20,13,11,Velez,Boca Juniors,0,0,62,6,13,21,4,38,7,13,14,4,4,6,0,1, $91.25 ,1.79,23.69,144.00,1.79,25.14,E,11/10/2019 20:00,2.8,2.72,2.96
Superliga 2019/20,13,12,Arsenal,Colon,2,1,62,5,17,16,4,38,5,13,10,3,4,2,0,0, $14.53 ,1.81,25.63,49.05,1.79,25.28,L,12/12/2019 21:00,1.63,5.31,3.8
Superliga 2019/20,14,1,Def y Justicia,Lanus,2,0,45,9,23,10,6,55,4,19,7,11,1,2,0,0, $50.50 ,1.77,24.43,49.93,1.78,23.22,L,11/23/2019 19:40,2.68,2.83,2.99
Superliga 2019/20,14,2,Huracan,Central Cba (SdE),1,1,59,5,8,19,2,41,1,10,17,6,2,2,0,0, $23.35 ,1.79,25.05,18.75,1.79,27.65,E,11/23/2019 19:40,2.41,3.19,2.97
Superliga 2019/20,14,3,Atl Tucuman,San Lorenzo,2,2,46,4,16,21,5,54,5,8,7,3,6,3,1,0, $16.55 ,1.81,26.57,92.90,1.79,25.34,E,11/23/2019 21:45,2.42,3.19,2.94
Superliga 2019/20,14,4,Boca Juniors,Union,2,0,59,10,23,15,7,41,3,4,13,0,2,1,0,0, $144.00 ,1.79,25.14,22.58,1.79,24.09,L,11/24/2019 17:10,1.51,6.96,3.85
Superliga 2019/20,14,5,Banfield,Velez,1,0,25,6,12,14,4,75,2,10,14,4,1,2,0,0, $38.03 ,1.79,25.13,91.25,1.79,23.69,L,11/24/2019 19:40,2.93,2.59,2.97
Superliga 2019/20,14,6,Gimnasia (LP),Arsenal,0,1,62,1,15,17,3,38,3,9,23,4,1,3,0,0, $24.40 ,1.79,25.27,14.53,1.81,25.63,V,11/24/2019 19:40,2.13,3.33,3.36
Superliga 2019/20,14,7,Talleres (C),Racing Club,3,3,45,6,21,11,7,55,6,15,11,8,1,1,0,0, $59.25 ,1.77,23.03,80.13,1.78,24.53,E,11/24/2019 21:45,2.85,2.78,2.83
Superliga 2019/20,14,8,Colon,Estudiantes (LP),3,2,34,6,12,16,3,66,3,10,17,2,5,5,0,1, $49.05 ,1.79,25.28,46.98,1.78,24.87,L,11/25/2019 19:00,2.75,2.86,2.83
Superliga 2019/20,14,9,Patronato,Godoy Cruz,0,2,52,6,23,16,11,48,5,16,12,6,4,2,1,0, $16.70 ,1.80,25.88,42.25,1.80,23.77,V,11/25/2019 19:00,1.63,5.56,3.66
Superliga 2019/20,14,10,Rosario Central,Aldosivi,5,1,43,8,16,17,2,57,3,13,18,3,2,3,0,0, $31.00 ,1.78,25.15,14.10,1.80,26.07,L,11/25/2019 21:10,1.53,6.79,3.75
Superliga 2019/20,14,11,Argentinos,Newells,1,0,42,4,9,9,5,58,2,13,13,7,2,5,0,0, $44.05 ,1.77,25.21,32.33,1.79,25.50,L,11/25/2019 21:10,2.35,3.43,2.87
Superliga 2019/20,14,12,Independiente,River Plate,1,2,51,6,13,17,4,49,4,9,18,2,4,6,1,0, $66.08 ,1.76,25.17,148.25,1.79,25.75,V,1/19/2020 19:10,3.86,1.94,3.44
Superliga 2019/20,15,1,Banfield,Gimnasia (LP),1,1,63,2,11,19,5,37,4,14,15,3,2,2,0,1, $38.03 ,1.79,25.13,24.40,1.79,25.27,E,11/29/2019 19:00,1.92,4.27,3.23
Superliga 2019/20,15,2,Racing Club,Def y Justicia,1,1,51,4,13,12,0,49,4,11,14,6,1,2,0,0, $80.13 ,1.78,24.53,50.50,1.77,24.43,E,11/29/2019 21:10,2.27,3.33,3.09
Superliga 2019/20,15,3,Estudiantes (LP),Atl Tucuman,1,1,60,5,10,13,8,40,3,16,14,4,5,2,0,0, $46.98 ,1.78,24.87,16.55,1.81,26.57,E,11/30/2019 17:35,1.85,4.54,3.27
Superliga 2019/20,15,4,Boca Juniors,Argentinos,1,1,54,2,5,13,6,46,2,7,21,6,1,3,1,0, $144.00 ,1.79,25.14,44.05,1.77,25.21,E,11/30/2019 19:40,1.62,5.89,3.59
Superliga 2019/20,15,5,Newells,River Plate,2,3,39,6,20,15,6,61,6,15,12,9,4,3,0,0, $32.33 ,1.79,25.50,148.25,1.79,25.75,V,11/30/2019 21:45,4.04,1.96,3.29
Superliga 2019/20,15,6,San Lorenzo,Patronato,2,0,53,5,12,10,5,47,7,24,19,10,1,4,0,0, $92.90 ,1.79,25.34,16.70,1.80,25.88,L,12/1/2019 17:10,1.75,5.02,3.42
Superliga 2019/20,15,7,Godoy Cruz,Talleres (C),0,5,40,2,8,5,5,60,14,21,12,10,0,2,0,0, $42.25 ,1.80,23.77,59.25,1.77,23.03,V,12/1/2019 19:40,3.52,2.12,3.25
Superliga 2019/20,15,8,Velez,Colon,3,1,61,8,17,7,5,39,3,7,12,0,0,1,0,0, $91.25 ,1.79,23.69,49.05,1.79,25.28,L,12/1/2019 19:40,1.64,5.77,3.57
Superliga 2019/20,15,9,Aldosivi,Independiente,0,0,34,0,4,22,6,66,1,7,16,5,4,4,1,0, $14.10 ,1.80,26.07,66.08,1.76,25.17,E,12/1/2019 21:45,4.75,1.78,3.44
Superliga 2019/20,15,10,Central Cba (SdE),Rosario Central,1,1,47,6,17,13,5,53,6,11,12,3,3,3,0,0, $18.75 ,1.79,27.65,31.00,1.78,25.15,E,12/1/2019 21:45,2.92,2.6,3
Superliga 2019/20,15,11,Arsenal,Lanus,1,1,52,9,24,6,4,48,2,10,15,1,1,2,0,0, $14.53 ,1.81,25.63,49.93,1.78,23.22,E,12/2/2019 19:00,2.88,2.42,3.32
Superliga 2019/20,15,12,Union,Huracan,1,0,41,7,13,20,4,59,3,13,13,3,3,3,0,0, $22.58 ,1.79,24.09,23.35,1.79,25.05,L,12/2/2019 21:10,1.87,4.63,3.2
Superliga 2019/20,16,1,Colon,Aldosivi,0,2,57,0,7,13,3,43,7,17,16,7,4,4,0,0, $49.05 ,1.79,25.28,14.10,1.80,26.07,V,12/6/2019 19:00,1.73,5.21,3.42
Superliga 2019/20,16,2,Independiente,Banfield,0,1,68,1,12,15,15,32,4,16,19,9,5,3,0,0, $66.08 ,1.76,25.17,38.03,1.79,25.13,V,12/6/2019 21:10,2.21,3.69,2.95
Superliga 2019/20,16,3,Huracan,Arsenal,0,2,50,4,16,5,6,50,5,14,10,2,2,1,0,0, $23.35 ,1.79,25.05,14.53,1.81,25.63,V,12/7/2019 17:35,2.98,2.55,2.98
Superliga 2019/20,16,4,Talleres (C),Union,0,0,64,1,13,19,6,36,3,9,12,3,4,1,0,0, $59.25 ,1.77,23.03,22.58,1.79,24.09,E,12/7/2019 19:40,2.05,3.9,3.14
Superliga 2019/20,16,5,Atl Tucuman,Newells,2,2,51,3,9,18,6,49,3,10,13,2,3,2,1,1, $16.55 ,1.81,26.57,32.33,1.79,25.50,E,12/7/2019 19:40,2.59,2.94,2.97
Superliga 2019/20,16,6,Lanus,Racing Club,1,0,44,0,10,17,7,56,2,4,20,3,2,3,0,0, $49.93 ,1.78,23.22,80.13,1.78,24.53,L,12/7/2019 21:45,2.27,3.28,3.16
Superliga 2019/20,16,7,Def y Justicia,Godoy Cruz,2,0,63,3,16,9,3,37,1,8,9,5,0,0,0,0, $50.50 ,1.77,24.43,42.25,1.80,23.77,L,12/8/2019 17:35,1.34,9.26,4.67
Superliga 2019/20,16,8,Gimnasia (LP),Central Cba (SdE),2,1,53,9,20,12,3,47,1,10,14,1,4,4,0,0, $24.40 ,1.79,25.27,18.75,1.79,27.65,L,12/8/2019 17:35,1.83,4.55,3.34
Superliga 2019/20,16,9,Rosario Central,Boca Juniors,1,0,40,7,20,10,2,60,5,18,16,7,2,5,0,1, $31.00 ,1.78,25.15,144.00,1.79,25.14,L,12/8/2019 19:40,3.31,2.32,3.04
Superliga 2019/20,16,10,River Plate,San Lorenzo,0,1,75,6,23,21,5,25,2,8,16,5,4,7,2,0, $148.25 ,1.79,25.75,92.90,1.79,25.34,V,12/8/2019 21:45,1.31,9.47,5.12
Superliga 2019/20,16,11,Patronato,Velez,0,1,44,0,7,18,4,56,4,14,9,4,6,2,1,0, $16.70 ,1.80,25.88,91.25,1.79,23.69,V,12/9/2019 19:00,4.25,1.97,3.12
Superliga 2019/20,16,12,Argentinos,Estudiantes (LP),1,1,44,3,14,20,2,56,5,13,17,4,4,1,0,0, $44.05 ,1.77,25.21,46.98,1.78,24.87,E,12/9/2019 21:10,2.29,3.56,2.89
Superliga 2019/20,17,1,Aldosivi,Lanus,2,0,46,4,8,24,0,54,2,8,4,4,5,2,0,0, $14.10 ,1.80,26.07,49.93,1.78,23.22,L,1/24/2020 17:35,3.97,2,3.22
Superliga 2019/20,17,2,Gimnasia (LP),Velez,0,0,39,0,11,15,6,61,3,9,12,3,3,2,0,0, $24.40 ,1.79,25.27,91.25,1.79,23.69,E,1/24/2020 19:40,3.16,2.43,2.98
Superliga 2019/20,17,3,Union,Argentinos,1,0,42,2,7,10,2,58,3,8,11,6,1,6,0,2, $22.58 ,1.79,24.09,44.05,1.77,25.21,L,1/24/2020 21:45,2.5,3.19,2.87
Superliga 2019/20,17,4,Rosario Central,Huracan,2,1,59,1,14,24,4,41,5,15,19,1,3,4,0,0, $31.00 ,1.78,25.15,23.35,1.79,25.05,L,1/24/2020 21:45,1.65,5.74,3.54
Superliga 2019/20,17,5,Arsenal,Newells,1,1,53,4,11,8,6,47,5,13,12,10,1,1,0,0, $14.53 ,1.81,25.63,32.33,1.79,25.50,E,1/25/2020 17:35,2.65,2.7,3.22
Superliga 2019/20,17,6,Central Cba (SdE),Colon,1,0,60,4,26,15,4,40,1,3,15,4,3,3,0,0, $18.75 ,1.79,27.65,49.05,1.79,25.28,L,1/25/2020 19:40,2.14,3.92,2.94
Superliga 2019/20,17,7,San Lorenzo,Estudiantes (LP),1,1,54,3,9,15,5,46,1,5,16,2,4,4,0,0, $92.90 ,1.79,25.34,46.98,1.78,24.87,E,1/25/2020 19:40,2.78,2.94,2.77
Superliga 2019/20,17,8,Godoy Cruz,River Plate,0,1,33,3,10,15,4,67,4,22,8,10,3,0,0,0, $42.25 ,1.80,23.77,148.25,1.79,25.75,V,1/25/2020 21:45,11.25,1.26,5.6
Superliga 2019/20,17,9,Def y Justicia,Talleres (C),4,1,52,6,9,14,4,48,1,14,10,7,3,2,0,0, $50.50 ,1.77,24.43,59.25,1.77,23.03,L,1/26/2020 17:35,2.51,3.24,2.84
Superliga 2019/20,17,10,Banfield,Patronato,3,3,44,4,7,20,4,56,6,11,10,4,2,1,0,0, $38.03 ,1.79,25.13,16.70,1.80,25.88,E,1/26/2020 17:35,1.74,5.05,3.46
Superliga 2019/20,17,11,Racing Club,Atl Tucuman,1,1,68,4,10,8,4,32,3,13,17,4,2,2,0,0, $80.13 ,1.78,24.53,16.55,1.81,26.57,E,1/26/2020 19:40,1.76,5.18,3.33
Superliga 2019/20,17,12,Boca Juniors,Independiente,0,0,49,2,8,9,7,51,7,14,17,4,3,4,1,1, $144.00 ,1.79,25.14,66.08,1.76,25.17,E,1/26/2020 21:45,2,4.09,3.14
Superliga 2019/20,18,1,Velez,Aldosivi,1,1,50,5,10,11,1,50,1,5,26,1,2,5,1,0, $91.25 ,1.79,23.69,14.10,1.80,26.07,E,1/30/2020 21:10,1.46,8.31,3.9
Superliga 2019/20,18,2,Huracan,Gimnasia (LP),1,1,52,3,12,16,8,48,1,5,19,3,3,7,0,0, $23.35 ,1.79,25.05,24.40,1.79,25.27,E,1/31/2020 21:10,3.18,2.48,2.89
Superliga 2019/20,18,3,Independiente,Rosario Central,5,0,51,9,15,12,4,49,5,17,9,7,1,1,0,0, $66.08 ,1.76,25.17,31.00,1.78,25.15,L,2/1/2020 17:35,1.87,4.54,3.26
Superliga 2019/20,18,4,Estudiantes (LP),Union,3,1,60,7,11,14,2,40,2,8,19,1,0,5,0,1, $46.98 ,1.78,24.87,22.58,1.79,24.09,L,2/1/2020 19:40,1.85,4.89,3.14
Superliga 2019/20,18,5,Atl Tucuman,Def y Justicia,1,1,30,1,11,9,3,70,5,9,11,3,1,1,0,0, $16.55 ,1.81,26.57,50.50,1.77,24.43,E,2/1/2020 19:40,2.59,2.9,3.01
Superliga 2019/20,18,6,Argentinos,Racing Club,1,1,34,3,10,18,3,66,3,7,12,3,0,4,0,0, $44.05 ,1.77,25.21,80.13,1.78,24.53,E,2/1/2020 21:45,2.71,2.84,2.95
Superliga 2019/20,18,7,River Plate,Central Cba (SdE),2,0,45,4,14,14,6,55,1,10,11,5,3,4,1,0, $148.25 ,1.79,25.75,18.75,1.79,27.65,L,2/2/2020 17:35,1.21,13.47,6.1
Superliga 2019/20,18,8,Lanus,Godoy Cruz,2,0,62,6,21,15,9,38,1,6,14,3,4,3,0,0, $49.93 ,1.78,23.22,42.25,1.80,23.77,L,2/2/2020 19:40,1.38,8.38,4.53
Superliga 2019/20,18,9,Colon,Banfield,0,1,58,4,21,12,3,42,2,5,19,3,2,3,0,0, $49.05 ,1.79,25.28,38.03,1.79,25.13,V,2/2/2020 19:40,2.93,2.72,2.81
Superliga 2019/20,18,10,Talleres (C),Boca Juniors,1,2,53,7,20,17,8,47,5,9,19,4,4,1,0,0, $59.25 ,1.77,23.03,144.00,1.79,25.14,V,2/2/2020 21:45,3.11,2.35,3.12
Superliga 2019/20,18,11,Patronato,Arsenal,2,2,48,6,15,10,3,52,6,16,16,6,2,3,0,0, $16.70 ,1.80,25.88,14.53,1.81,25.63,E,2/3/2020 19:00,2.48,2.84,3.25
Superliga 2019/20,18,12,Newells,San Lorenzo,1,0,41,4,14,19,4,59,1,5,11,2,3,1,0,0, $32.33 ,1.79,25.50,92.90,1.79,25.34,L,2/3/2020 21:10,1.92,4.22,3.27
Superliga 2019/20,19,1,Aldosivi,Central Cba (SdE),0,2,72,1,11,16,9,28,3,6,23,3,4,2,0,0, $14.10 ,1.80,26.07,18.75,1.79,27.65,V,2/7/2020 19:00,2.49,3.24,2.84
Superliga 2019/20,19,2,Argentinos,Lanus,0,0,49,9,17,15,9,51,1,4,18,2,5,4,0,0, $44.05 ,1.77,25.21,49.93,1.78,23.22,E,2/7/2020 21:10,2.87,2.75,2.85
Superliga 2019/20,19,3,Def y Justicia,Colon,0,0,72,3,14,14,8,28,4,6,13,2,0,3,0,0, $50.50 ,1.77,24.43,49.05,1.79,25.28,E,2/8/2020 17:35,1.62,5.72,3.65
Superliga 2019/20,19,4,Gimnasia (LP),Patronato,1,1,43,2,11,21,5,57,1,9,20,1,4,6,0,0, $24.40 ,1.79,25.27,16.70,1.80,25.88,E,2/8/2020 17:35,1.97,4.22,3.11
